Apr 11 04:02:20.010 INFO SONY_PS2: dats/SONY_PS2/Sony - PlayStation 2 - BIOS Datfile (107) (2019-11-25).dat, path: dats/SONY_PS2/Sony - PlayStation 2 - BIOS Datfile (107) (2019-11-25).dat, platform_id: SONY_PS2
Apr 11 04:02:21.853 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.854 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Games - [EXE] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Games - [EXE] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.854 INFO SONY_PSX: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, path: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, platform_id: SONY_PSX
Apr 11 04:02:21.855 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [ISO] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [ISO] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.855 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Games - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Games - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.856 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.857 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Demos - [ISO] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Demos - [ISO] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.858 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Applications (TOSEC-v2014-10-30_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Applications (TOSEC-v2014-10-30_CM).dat, platform_id: SONY_PSX
Apr 11 04:02:21.858 INFO NINTENDO_SFT: dats/NINTENDO_SFT/Nintendo - Sufami Turbo (20201218-081558).dat, path: dats/NINTENDO_SFT/Nintendo - Sufami Turbo (20201218-081558).dat, platform_id: NINTENDO_SFT
Apr 11 04:02:21.860 INFO NINTENDO_SFT: dats/NINTENDO_SFT/OpenSNES.ST.dat, path: dats/NINTENDO_SFT/OpenSNES.ST.dat, platform_id: NINTENDO_SFT
Apr 11 04:02:21.867 INFO NINTENDO_NDS: dats/NINTENDO_NDS/Nintendo - Nintendo DS (Download Play) (20210104-083358).dat, path: dats/NINTENDO_NDS/Nintendo - Nintendo DS (Download Play) (20210104-083358).dat, platform_id: NINTENDO_NDS
Apr 11 04:02:21.933 INFO NINTENDO_NDS: dats/NINTENDO_NDS/Nintendo - Nintendo DS (Decrypted) (20210409-223127).dat, path: dats/NINTENDO_NDS/Nintendo - Nintendo DS (Decrypted) (20210409-223127).dat, platform_id: NINTENDO_NDS
Apr 11 04:02:22.233 INFO NINTENDO_NDS: dats/NINTENDO_NDS/Nintendo - Nintendo DS (Encrypted) (20210409-033908).dat, path: dats/NINTENDO_NDS/Nintendo - Nintendo DS (Encrypted) (20210409-033908).dat, platform_id: NINTENDO_NDS
Apr 11 04:02:22.487 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Coverdiscs - [IMG] (TOSEC-v2017-09-17_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Coverdiscs - [IMG] (TOSEC-v2017-09-17_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.499 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Games (TOSEC-v2020-10-26_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Games (TOSEC-v2020-10-26_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.515 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Applications (TOSEC-v2017-09-15_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Applications (TOSEC-v2017-09-15_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.524 INFO PANASONIC_3DO: dats/PANASONIC_3DO/Panasonic - 3DO Interactive Multiplayer - Datfile (543) (2021-03-26 21-07-45).dat, path: dats/PANASONIC_3DO/Panasonic - 3DO Interactive Multiplayer - Datfile (543) (2021-03-26 21-07-45).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.550 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Coverdiscs - [ISO] (TOSEC-v2012-07-05_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Coverdiscs - [ISO] (TOSEC-v2012-07-05_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.551 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Games (TOSEC-v2017-09-25_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Games (TOSEC-v2017-09-25_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.551 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Compilations (TOSEC-v2017-09-25_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Compilations (TOSEC-v2017-09-25_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.552 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Applications - [IMG] (TOSEC-v2017-09-15_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Applications - [IMG] (TOSEC-v2017-09-15_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.553 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Firmware (TOSEC-v2017-07-07_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Firmware (TOSEC-v2017-07-07_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.553 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Applications - [ISO] (TOSEC-v2012-07-05_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Applications - [ISO] (TOSEC-v2012-07-05_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.554 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Educational (TOSEC-v2012-07-05_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Educational (TOSEC-v2012-07-05_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.556 INFO PANASONIC_3DO: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Demos (TOSEC-v2020-07-14_CM).dat, path: dats/PANASONIC_3DO/3DO 3DO Interactive Multiplayer - Homebrew - Demos (TOSEC-v2020-07-14_CM).dat, platform_id: PANASONIC_3DO
Apr 11 04:02:22.572 INFO PHILIPS_CDI: dats/PHILIPS_CDI/Philips - CD-i - Datfile (817) (2021-04-10 20-58-07).dat, path: dats/PHILIPS_CDI/Philips - CD-i - Datfile (817) (2021-04-10 20-58-07).dat, platform_id: PHILIPS_CDI
Apr 11 04:02:22.619 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20210101-002056).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20210101-002056).dat, platform_id: NINTENDO_N3DS
Apr 11 04:02:22.620 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20210101-002056).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20210101-002056).dat, platform_id: NINTENDO_N3DS
Apr 11 04:02:22.649 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2472) (2021-03-29 21-29-28).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2472) (2021-03-29 21-29-28).dat, platform_id: MICROSOFT_XBOX
Apr 11 04:02:22.732 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, platform_id: MICROSOFT_XBOX
Apr 11 04:02:22.754 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20210409-164449).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20210409-164449).dat, platform_id: NINTENDO_GBA
Apr 11 04:02:22.875 INFO NINTENDO_GBA: dats/NINTENDO_GBA/OpenGBA.MB.dat, path: dats/NINTENDO_GBA/OpenGBA.MB.dat, platform_id: NINTENDO_GBA
Apr 11 04:02:22.881 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, platform_id: NINTENDO_GBA
Apr 11 04:02:22.881 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, platform_id: NINTENDO_GBA
Apr 11 04:02:22.882 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20210321-122109).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20210321-122109).dat, platform_id: NINTENDO_GBA
Apr 11 04:02:22.887 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-10-26_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-10-26_CM).dat, platform_id: NINTENDO_GBA
Apr 11 04:02:23.932 INFO NINTENDO_GBA: dats/NINTENDO_GBA/OpenGBA.GBA.dat, path: dats/NINTENDO_GBA/OpenGBA.GBA.dat, platform_id: NINTENDO_GBA
Apr 11 04:02:24.979 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, platform_id: SEGA_GG
Apr 11 04:02:24.979 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Apr 11 04:02:24.980 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Apr 11 04:02:24.980 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Apr 11 04:02:24.981 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Apr 11 04:02:24.987 INFO SEGA_GG: dats/SEGA_GG/Sega - Game Gear (20210331-203027).dat, path: dats/SEGA_GG/Sega - Game Gear (20210331-203027).dat, platform_id: SEGA_GG
Apr 11 04:02:25.040 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Apr 11 04:02:25.092 INFO SNK_NGCD: dats/SNK_NGCD/SNK - Neo Geo CD - Datfile (105) (2021-04-06 15-55-46).dat, path: dats/SNK_NGCD/SNK - Neo Geo CD - Datfile (105) (2021-04-06 15-55-46).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.119 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [ISO] (TOSEC-v2014-06-12_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [ISO] (TOSEC-v2014-06-12_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.120 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [Multipart] (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [Multipart] (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.121 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [IMG] (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [IMG] (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.121 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Demos (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Demos (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.121 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [Multipart] (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [Multipart] (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.121 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.126 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [IMG] (TOSEC-v2014-06-12_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [IMG] (TOSEC-v2014-06-12_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.153 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [ISO] (TOSEC-v2014-06-12_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [ISO] (TOSEC-v2014-06-12_CM).dat, platform_id: SNK_NGCD
Apr 11 04:02:25.178 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo Game Boy - Demos (TOSEC-v2011-08-13_CM).dat, path: dats/NINTENDO_GB/Nintendo Game Boy - Demos (TOSEC-v2011-08-13_CM).dat, platform_id: NINTENDO_GB
Apr 11 04:02:25.246 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo Game Boy - Games (TOSEC-v2020-10-26_CM).dat, path: dats/NINTENDO_GB/Nintendo Game Boy - Games (TOSEC-v2020-10-26_CM).dat, platform_id: NINTENDO_GB
Apr 11 04:02:25.366 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo Game Boy - Firmware (TOSEC-v2011-09-27_CM).dat, path: dats/NINTENDO_GB/Nintendo Game Boy - Firmware (TOSEC-v2011-09-27_CM).dat, platform_id: NINTENDO_GB
Apr 11 04:02:25.377 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo - Game Boy (20210409-163632).dat, path: dats/NINTENDO_GB/Nintendo - Game Boy (20210409-163632).dat, platform_id: NINTENDO_GB
Apr 11 04:02:25.534 INFO NINTENDO_GB: dats/NINTENDO_GB/OpenGBx.GB.dat, path: dats/NINTENDO_GB/OpenGBx.GB.dat, platform_id: NINTENDO_GB
Apr 11 04:02:25.657 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [NRG] (TOSEC-v2012-07-22_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [NRG] (TOSEC-v2012-07-22_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 11 04:02:25.657 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [CDI] (TOSEC-v2012-07-22_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [CDI] (TOSEC-v2012-07-22_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 11 04:02:25.657 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Games (TOSEC-v2012-07-17_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Games (TOSEC-v2012-07-17_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 11 04:02:25.659 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari - Jaguar CD Interactive Multimedia System - Datfile (13) (2020-11-29 03-43-51).dat, path: dats/ATARI_JAGUAR_CD/Atari - Jaguar CD Interactive Multimedia System - Datfile (13) (2020-11-29 03-43-51).dat, platform_id: ATARI_JAGUAR_CD
Apr 11 04:02:25.661 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [BIN] (TOSEC-v2012-07-22_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [BIN] (TOSEC-v2012-07-22_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 11 04:02:25.673 INFO COLECO_CV: dats/COLECO_CV/OpenCol.dat, path: dats/COLECO_CV/OpenCol.dat, platform_id: COLECO_CV
Apr 11 04:02:25.686 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Educational (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Educational (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 11 04:02:25.688 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Applications (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Applications (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 11 04:02:25.688 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Firmware (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Firmware (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 11 04:02:25.696 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Games (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Games (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 11 04:02:25.711 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Demos (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Demos (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 11 04:02:25.713 INFO COLECO_CV: dats/COLECO_CV/Coleco - ColecoVision (20200926-011306).dat, path: dats/COLECO_CV/Coleco - ColecoVision (20200926-011306).dat, platform_id: COLECO_CV
Apr 11 04:02:25.728 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo - Game Boy Color (20210409-163002).dat, path: dats/NINTENDO_GBC/Nintendo - Game Boy Color (20210409-163002).dat, platform_id: NINTENDO_GBC
Apr 11 04:02:25.770 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo Game Boy Color - Firmware (TOSEC-v2011-09-27_CM).dat, path: dats/NINTENDO_GBC/Nintendo Game Boy Color - Firmware (TOSEC-v2011-09-27_CM).dat, platform_id: NINTENDO_GBC
Apr 11 04:02:25.772 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo Game Boy Color - Games (TOSEC-v2020-07-12_CM).dat, path: dats/NINTENDO_GBC/Nintendo Game Boy Color - Games (TOSEC-v2020-07-12_CM).dat, platform_id: NINTENDO_GBC
Apr 11 04:02:25.774 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo Game Boy Color - Demos (TOSEC-v2014-07-01_CM).dat, path: dats/NINTENDO_GBC/Nintendo Game Boy Color - Demos (TOSEC-v2014-07-01_CM).dat, platform_id: NINTENDO_GBC
Apr 11 04:02:25.916 INFO NINTENDO_GBC: dats/NINTENDO_GBC/OpenGBx.GBC.dat, path: dats/NINTENDO_GBC/OpenGBx.GBC.dat, platform_id: NINTENDO_GBC
Apr 11 04:02:26.053 INFO ATARI_LYNX: dats/ATARI_LYNX/OpenLynx.dat, path: dats/ATARI_LYNX/OpenLynx.dat, platform_id: ATARI_LYNX
Apr 11 04:02:26.071 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 11 04:02:26.085 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 11 04:02:26.091 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 11 04:02:26.092 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari - Lynx (20201108-203053).dat, path: dats/ATARI_LYNX/Atari - Lynx (20201108-203053).dat, platform_id: ATARI_LYNX
Apr 11 04:02:26.095 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 11 04:02:26.095 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Demos - [UNF] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Demos - [UNF] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 11 04:02:26.096 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Firmware (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Firmware (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 11 04:02:26.096 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [UNF] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [UNF] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 11 04:02:26.117 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo - Nintendo Entertainment System (20210409-152142).dat, path: dats/NINTENDO_NES/Nintendo - Nintendo Entertainment System (20210409-152142).dat, platform_id: NINTENDO_NES
Apr 11 04:02:26.206 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Games - [UNF] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Games - [UNF] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 11 04:02:26.211 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [NES] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [NES] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 11 04:02:26.755 INFO NINTENDO_NES: dats/NINTENDO_NES/OpenNES.dat, path: dats/NINTENDO_NES/OpenNES.dat, platform_id: NINTENDO_NES
