Aug 30 00:16:39.553 INFO SEGA_SG1000: dats/SEGA_SG1000/Sega Game 1000 - Demos (TOSEC-v2011-08-13_CM).dat, path: dats/SEGA_SG1000/Sega Game 1000 - Demos (TOSEC-v2011-08-13_CM).dat, platform_id: SEGA_SG1000
Aug 30 00:16:39.870 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [ISO] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [ISO] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 30 00:16:39.871 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 30 00:16:40.262 INFO SONY_PSX: dats/SONY_PSX/Sony - PlayStation - Datfile (10380) (2020-08-29 23-12-05).dat, path: dats/SONY_PSX/Sony - PlayStation - Datfile (10380) (2020-08-29 23-12-05).dat, platform_id: SONY_PSX
Aug 30 00:16:41.092 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 30 00:16:41.093 INFO SONY_PSX: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, path: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, platform_id: SONY_PSX
Aug 30 00:16:41.094 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Demos - [PSX] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Demos - [PSX] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 30 00:16:41.096 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai - WonderSwan Color (20200324-193106).dat, path: dats/BANDAI_WSC/Bandai - WonderSwan Color (20200324-193106).dat, platform_id: BANDAI_WSC
Aug 30 00:16:41.100 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Aug 30 00:16:41.106 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Aug 30 00:16:41.112 INFO SEGA_32X_CD: dats/SEGA_32X_CD/Sega 32X - CD - Games - [ISO] (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_32X_CD/Sega 32X - CD - Games - [ISO] (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_32X_CD
Aug 30 00:16:41.114 INFO SEGA_32X_CD: dats/SEGA_32X_CD/Sega 32X - CD - Games - [IMG] (TOSEC-v2013-04-10_CM).dat, path: dats/SEGA_32X_CD/Sega 32X - CD - Games - [IMG] (TOSEC-v2013-04-10_CM).dat, platform_id: SEGA_32X_CD
Aug 30 00:16:41.115 INFO NINTENDO_DSI: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Encrypted) (20200727-035127).dat, path: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Encrypted) (20200727-035127).dat, platform_id: NINTENDO_DSI
Aug 30 00:16:41.116 INFO NINTENDO_DSI: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Decrypted) (20200727-035127).dat, path: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Decrypted) (20200727-035127).dat, platform_id: NINTENDO_DSI
Aug 30 00:16:41.117 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Firmware (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Firmware (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_SAT
Aug 30 00:16:41.291 INFO SEGA_SAT: dats/SEGA_SAT/Sega - Saturn - Datfile (2315) (2020-08-29 17-07-01).dat, path: dats/SEGA_SAT/Sega - Saturn - Datfile (2315) (2020-08-29 17-07-01).dat, platform_id: SEGA_SAT
Aug 30 00:16:41.601 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Samplers (TOSEC-v2020-07-10_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Samplers (TOSEC-v2020-07-10_CM).dat, platform_id: SEGA_SAT
Aug 30 00:16:41.604 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Applications (TOSEC-v2020-06-12_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Applications (TOSEC-v2020-06-12_CM).dat, platform_id: SEGA_SAT
Aug 30 00:16:41.610 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Demos (TOSEC-v2020-07-16_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Demos (TOSEC-v2020-07-16_CM).dat, platform_id: ATARI_2600
Aug 30 00:16:41.616 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat, platform_id: ATARI_2600
Aug 30 00:16:41.622 INFO ATARI_2600: dats/ATARI_2600/Atari - 2600 (20200514-091155).dat, path: dats/ATARI_2600/Atari - 2600 (20200514-091155).dat, platform_id: ATARI_2600
Aug 30 00:16:41.727 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Games (TOSEC-v2020-07-16_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Games (TOSEC-v2020-07-16_CM).dat, platform_id: ATARI_2600
Aug 30 00:16:41.789 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Applications (TOSEC-v2020-07-03_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Applications (TOSEC-v2020-07-03_CM).dat, platform_id: ATARI_2600
Aug 30 00:16:41.793 INFO MATTEL_INT: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, path: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, platform_id: MATTEL_INT
Aug 30 00:16:41.801 INFO NINTENDO_BS: dats/NINTENDO_BS/Nintendo - Satellaview (20200424-131853).dat, path: dats/NINTENDO_BS/Nintendo - Satellaview (20200424-131853).dat, platform_id: NINTENDO_BS
Aug 30 00:16:41.809 INFO SEGA_32X: dats/SEGA_32X/Sega - 32X (20191204-183941).dat, path: dats/SEGA_32X/Sega - 32X (20191204-183941).dat, platform_id: SEGA_32X
Aug 30 00:16:41.816 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SEGA_32X/Sega 32X - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SEGA_32X
Aug 30 00:16:41.824 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Games (TOSEC-v2020-07-12_CM).dat, path: dats/SEGA_32X/Sega 32X - Games (TOSEC-v2020-07-12_CM).dat, platform_id: SEGA_32X
Aug 30 00:16:41.831 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Applications (TOSEC-v2017-07-26_CM).dat, path: dats/SEGA_32X/Sega 32X - Applications (TOSEC-v2017-07-26_CM).dat, platform_id: SEGA_32X
Aug 30 00:16:41.832 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Demos (TOSEC-v2019-09-01_CM).dat, path: dats/SEGA_32X/Sega 32X - Demos (TOSEC-v2019-09-01_CM).dat, platform_id: SEGA_32X
Aug 30 00:16:41.885 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, platform_id: NINTENDO_WIIU
Aug 30 00:16:42.032 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (493) (2020-08-21 14-46-26).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (493) (2020-08-21 14-46-26).dat, platform_id: NINTENDO_WIIU
Aug 30 00:16:42.060 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGP
Aug 30 00:16:42.061 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGP
Aug 30 00:16:42.061 INFO SNK_NGP: dats/SNK_NGP/SNK - Neo Geo Pocket (20190930-190238).dat, path: dats/SNK_NGP/SNK - Neo Geo Pocket (20190930-190238).dat, platform_id: SNK_NGP
Aug 30 00:16:42.062 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, platform_id: MICROSOFT_XBOX
Aug 30 00:16:42.098 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2451) (2020-08-27 01-24-49).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2451) (2020-08-27 01-24-49).dat, platform_id: MICROSOFT_XBOX
Aug 30 00:16:42.218 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable - Datfile (2150) (2020-08-25 22-12-51).dat, path: dats/SONY_PSP/Sony - PlayStation Portable - Datfile (2150) (2020-08-25 22-12-51).dat, platform_id: SONY_PSP
Aug 30 00:16:42.374 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Decrypted) (20200520-083536).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Decrypted) (20200520-083536).dat, platform_id: SONY_PSP
Aug 30 00:16:42.637 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (20200824-113535).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (20200824-113535).dat, platform_id: SONY_PSP
Aug 30 00:16:42.794 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Encrypted) (20200706-035743).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Encrypted) (20200706-035743).dat, platform_id: SONY_PSP
Aug 30 00:16:42.906 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [BIN] (TOSEC-v2020-07-12_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [BIN] (TOSEC-v2020-07-12_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.910 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Games (TOSEC-v2012-07-13_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Games (TOSEC-v2012-07-13_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.910 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Demos (TOSEC-v2012-07-22_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Demos (TOSEC-v2012-07-22_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.914 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.918 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Firmware (TOSEC-v2011-02-26_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Firmware (TOSEC-v2011-02-26_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.918 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [BIN] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [BIN] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.919 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Compilations (TOSEC-v2012-07-13_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Compilations (TOSEC-v2012-07-13_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.919 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [BIN] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [BIN] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.947 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu - FM-Towns - Datfile (348) (2020-08-30 02-06-10).dat, path: dats/FUJITSU_FMT/Fujitsu - FM-Towns - Datfile (348) (2020-08-30 02-06-10).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.995 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.997 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [D88] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [D88] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.999 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:42.999 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:43.000 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [D88] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [D88] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 30 00:16:43.000 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20200812-102545).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20200812-102545).dat, platform_id: NINTENDO_N3DS
Aug 30 00:16:43.001 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20200812-102545).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20200812-102545).dat, platform_id: NINTENDO_N3DS
Aug 30 00:16:43.001 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.002 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.003 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.004 INFO SNK_NGPC: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20200730-010130).dat, path: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20200730-010130).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.008 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.009 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.019 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2020-07-12_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2020-07-12_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.027 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 30 00:16:43.027 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, platform_id: SEGA_GG
Aug 30 00:16:43.029 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 30 00:16:43.035 INFO SEGA_GG: dats/SEGA_GG/Sega - Game Gear (20200302-200516).dat, path: dats/SEGA_GG/Sega - Game Gear (20200302-200516).dat, platform_id: SEGA_GG
Aug 30 00:16:43.059 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Aug 30 00:16:43.096 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 30 00:16:43.126 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Aug 30 00:16:43.126 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 30 00:16:43.126 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 30 00:16:43.132 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 30 00:16:43.146 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 30 00:16:43.156 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 30 00:16:43.157 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari - Lynx (20191130-205105).dat, path: dats/ATARI_LYNX/Atari - Lynx (20191130-205105).dat, platform_id: ATARI_LYNX
Aug 30 00:16:43.160 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, platform_id: NINTENDO_GBA
Aug 30 00:16:43.161 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, platform_id: NINTENDO_GBA
Aug 30 00:16:43.161 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20200522-232059).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20200522-232059).dat, platform_id: NINTENDO_GBA
Aug 30 00:16:43.171 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-07-12_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-07-12_CM).dat, platform_id: NINTENDO_GBA
Aug 30 00:16:43.201 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20200825-083227).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20200825-083227).dat, platform_id: NINTENDO_GBA
Aug 30 00:16:43.366 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo - Wii - Datfile (3625) (2020-08-27 22-11-30).dat, path: dats/NINTENDO_WII/Nintendo - Wii - Datfile (3625) (2020-08-27 22-11-30).dat, platform_id: NINTENDO_WII
