Aug 09 00:07:52.461 INFO SEGA_SG1000: dats/SEGA_SG1000/Sega Game 1000 - Demos (TOSEC-v2011-08-13_CM).dat, path: dats/SEGA_SG1000/Sega Game 1000 - Demos (TOSEC-v2011-08-13_CM).dat, platform_id: SEGA_SG1000
Aug 09 00:07:54.299 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Games - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Games - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.300 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Demos - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Demos - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.301 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Applications (TOSEC-v2014-10-30_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Applications (TOSEC-v2014-10-30_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.301 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [ISO] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [ISO] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.302 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.304 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.304 INFO SONY_PSX: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, path: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, platform_id: SONY_PSX
Aug 09 00:07:54.305 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Demos - [PSX] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Demos - [PSX] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 09 00:07:54.306 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai - WonderSwan Color (20200324-193106).dat, path: dats/BANDAI_WSC/Bandai - WonderSwan Color (20200324-193106).dat, platform_id: BANDAI_WSC
Aug 09 00:07:54.311 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Aug 09 00:07:54.317 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Aug 09 00:07:54.323 INFO SEGA_32X_CD: dats/SEGA_32X_CD/Sega 32X - CD - Games - [ISO] (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_32X_CD/Sega 32X - CD - Games - [ISO] (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_32X_CD
Aug 09 00:07:54.325 INFO SEGA_32X_CD: dats/SEGA_32X_CD/Sega 32X - CD - Games - [IMG] (TOSEC-v2013-04-10_CM).dat, path: dats/SEGA_32X_CD/Sega 32X - CD - Games - [IMG] (TOSEC-v2013-04-10_CM).dat, platform_id: SEGA_32X_CD
Aug 09 00:07:54.326 INFO NINTENDO_DSI: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Encrypted) (20200727-035127).dat, path: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Encrypted) (20200727-035127).dat, platform_id: NINTENDO_DSI
Aug 09 00:07:54.327 INFO NINTENDO_DSI: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Decrypted) (20200727-035127).dat, path: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Decrypted) (20200727-035127).dat, platform_id: NINTENDO_DSI
Aug 09 00:07:54.331 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Samplers (TOSEC-v2012-07-13_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Samplers (TOSEC-v2012-07-13_CM).dat, platform_id: SEGA_SAT
Aug 09 00:07:54.335 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Firmware (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Firmware (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_SAT
Aug 09 00:07:54.410 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Games (TOSEC-v2012-07-13_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Games (TOSEC-v2012-07-13_CM).dat, platform_id: SEGA_SAT
Aug 09 00:07:54.659 INFO SEGA_SAT: dats/SEGA_SAT/Sega - Saturn - Datfile (2314) (2020-08-08 18-56-30).dat, path: dats/SEGA_SAT/Sega - Saturn - Datfile (2314) (2020-08-08 18-56-30).dat, platform_id: SEGA_SAT
Aug 09 00:07:55.014 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Applications (TOSEC-v2012-07-13_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Applications (TOSEC-v2012-07-13_CM).dat, platform_id: SEGA_SAT
Aug 09 00:07:55.018 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat, platform_id: ATARI_2600
Aug 09 00:07:55.027 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Demos (TOSEC-v2019-09-02_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Demos (TOSEC-v2019-09-02_CM).dat, platform_id: ATARI_2600
Aug 09 00:07:55.035 INFO ATARI_2600: dats/ATARI_2600/Atari - 2600 (20200514-091155).dat, path: dats/ATARI_2600/Atari - 2600 (20200514-091155).dat, platform_id: ATARI_2600
Aug 09 00:07:55.139 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Games (TOSEC-v2019-12-18_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Games (TOSEC-v2019-12-18_CM).dat, platform_id: ATARI_2600
Aug 09 00:07:55.207 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Applications (TOSEC-v2019-09-02_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Applications (TOSEC-v2019-09-02_CM).dat, platform_id: ATARI_2600
Aug 09 00:07:55.211 INFO MATTEL_INT: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, path: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, platform_id: MATTEL_INT
Aug 09 00:07:55.220 INFO NINTENDO_BS: dats/NINTENDO_BS/Nintendo - Satellaview (20200424-131853).dat, path: dats/NINTENDO_BS/Nintendo - Satellaview (20200424-131853).dat, platform_id: NINTENDO_BS
Aug 09 00:07:55.239 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Games (TOSEC-v2019-12-18_CM).dat, path: dats/SEGA_32X/Sega 32X - Games (TOSEC-v2019-12-18_CM).dat, platform_id: SEGA_32X
Aug 09 00:07:55.249 INFO SEGA_32X: dats/SEGA_32X/Sega - 32X (20191204-183941).dat, path: dats/SEGA_32X/Sega - 32X (20191204-183941).dat, platform_id: SEGA_32X
Aug 09 00:07:55.256 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SEGA_32X/Sega 32X - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SEGA_32X
Aug 09 00:07:55.257 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Applications (TOSEC-v2017-07-26_CM).dat, path: dats/SEGA_32X/Sega 32X - Applications (TOSEC-v2017-07-26_CM).dat, platform_id: SEGA_32X
Aug 09 00:07:55.259 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Demos (TOSEC-v2019-09-01_CM).dat, path: dats/SEGA_32X/Sega 32X - Demos (TOSEC-v2019-09-01_CM).dat, platform_id: SEGA_32X
Aug 09 00:07:55.268 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (493) (2020-08-01 18-57-26).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (493) (2020-08-01 18-57-26).dat, platform_id: NINTENDO_WIIU
Aug 09 00:07:55.353 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, platform_id: NINTENDO_WIIU
Aug 09 00:07:55.523 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGP
Aug 09 00:07:55.524 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGP
Aug 09 00:07:55.524 INFO SNK_NGP: dats/SNK_NGP/SNK - Neo Geo Pocket (20190930-190238).dat, path: dats/SNK_NGP/SNK - Neo Geo Pocket (20190930-190238).dat, platform_id: SNK_NGP
Aug 09 00:07:55.559 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2447) (2020-08-08 03-52-45).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2447) (2020-08-08 03-52-45).dat, platform_id: MICROSOFT_XBOX
Aug 09 00:07:55.663 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, platform_id: MICROSOFT_XBOX
Aug 09 00:07:55.697 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable - Datfile (2142) (2020-08-07 22-17-51).dat, path: dats/SONY_PSP/Sony - PlayStation Portable - Datfile (2142) (2020-08-07 22-17-51).dat, platform_id: SONY_PSP
Aug 09 00:07:55.838 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (20200630-070751).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (20200630-070751).dat, platform_id: SONY_PSP
Aug 09 00:07:56.079 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Decrypted) (20200520-083536).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Decrypted) (20200520-083536).dat, platform_id: SONY_PSP
Aug 09 00:07:56.379 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Encrypted) (20200706-035743).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Encrypted) (20200706-035743).dat, platform_id: SONY_PSP
Aug 09 00:07:56.502 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Games (TOSEC-v2012-07-13_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Games (TOSEC-v2012-07-13_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.502 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Demos (TOSEC-v2012-07-22_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Demos (TOSEC-v2012-07-22_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.531 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu - FM-Towns - Datfile (334) (2020-07-17 22-12-36).dat, path: dats/FUJITSU_FMT/Fujitsu - FM-Towns - Datfile (334) (2020-07-17 22-12-36).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.588 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.591 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Firmware (TOSEC-v2011-02-26_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Firmware (TOSEC-v2011-02-26_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.592 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [BIN] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [BIN] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.592 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Compilations (TOSEC-v2012-07-13_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Compilations (TOSEC-v2012-07-13_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.593 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [BIN] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [BIN] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.594 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.596 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [D88] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [D88] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.598 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.600 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [BIN] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [BIN] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.602 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.602 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [D88] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [D88] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 09 00:07:56.603 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20200522-070905).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20200522-070905).dat, platform_id: NINTENDO_N3DS
Aug 09 00:07:56.605 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20200522-070905).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20200522-070905).dat, platform_id: NINTENDO_N3DS
Aug 09 00:07:56.605 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.605 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.605 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.607 INFO SNK_NGPC: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20200730-010130).dat, path: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20200730-010130).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.611 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.620 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.630 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.632 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 09 00:07:56.632 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, platform_id: SEGA_GG
Aug 09 00:07:56.633 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 09 00:07:56.640 INFO SEGA_GG: dats/SEGA_GG/Sega - Game Gear (20200302-200516).dat, path: dats/SEGA_GG/Sega - Game Gear (20200302-200516).dat, platform_id: SEGA_GG
Aug 09 00:07:56.665 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Aug 09 00:07:56.700 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 09 00:07:56.732 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Aug 09 00:07:56.732 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 09 00:07:56.733 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 09 00:07:56.738 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 09 00:07:56.757 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 09 00:07:56.768 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 09 00:07:56.769 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari - Lynx (20191130-205105).dat, path: dats/ATARI_LYNX/Atari - Lynx (20191130-205105).dat, platform_id: ATARI_LYNX
Aug 09 00:07:56.797 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20200715-093546).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20200715-093546).dat, platform_id: NINTENDO_GBA
Aug 09 00:07:56.931 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2017-04-02_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2017-04-02_CM).dat, platform_id: NINTENDO_GBA
Aug 09 00:07:56.937 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, platform_id: NINTENDO_GBA
Aug 09 00:07:56.938 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, platform_id: NINTENDO_GBA
Aug 09 00:07:56.938 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20200522-232059).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20200522-232059).dat, platform_id: NINTENDO_GBA
