Apr 18 00:17:47.021 INFO SONY_PS2: dats/SONY_PS2/Sony - PlayStation 2 - BIOS Datfile (107) (2019-11-25).dat, path: dats/SONY_PS2/Sony - PlayStation 2 - BIOS Datfile (107) (2019-11-25).dat, platform_id: SONY_PS2
Apr 18 00:17:49.655 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, platform_id: MICROSOFT_XBOX
Apr 18 00:17:49.661 INFO NINTENDO_GBA: dats/NINTENDO_GBA/OpenGBA.MB.dat, path: dats/NINTENDO_GBA/OpenGBA.MB.dat, platform_id: NINTENDO_GBA
Apr 18 00:17:49.666 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, platform_id: NINTENDO_GBA
Apr 18 00:17:49.666 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, platform_id: NINTENDO_GBA
Apr 18 00:17:49.688 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20210415-050230).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20210415-050230).dat, platform_id: NINTENDO_GBA
Apr 18 00:17:49.782 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20210321-122109).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20210321-122109).dat, platform_id: NINTENDO_GBA
Apr 18 00:17:49.787 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-10-26_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-10-26_CM).dat, platform_id: NINTENDO_GBA
Apr 18 00:17:50.838 INFO NINTENDO_GBA: dats/NINTENDO_GBA/OpenGBA.GBA.dat, path: dats/NINTENDO_GBA/OpenGBA.GBA.dat, platform_id: NINTENDO_GBA
Apr 18 00:17:51.968 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, platform_id: SEGA_GG
Apr 18 00:17:51.968 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Apr 18 00:17:51.968 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Apr 18 00:17:51.968 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Apr 18 00:17:51.974 INFO SEGA_GG: dats/SEGA_GG/Sega - Game Gear (20210412-222024).dat, path: dats/SEGA_GG/Sega - Game Gear (20210412-222024).dat, platform_id: SEGA_GG
Apr 18 00:17:51.995 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Apr 18 00:17:52.014 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Apr 18 00:17:52.061 INFO SNK_NGCD: dats/SNK_NGCD/SNK - Neo Geo CD - Datfile (105) (2021-04-06 15-55-46).dat, path: dats/SNK_NGCD/SNK - Neo Geo CD - Datfile (105) (2021-04-06 15-55-46).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.088 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [ISO] (TOSEC-v2014-06-12_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [ISO] (TOSEC-v2014-06-12_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.089 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [Multipart] (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [Multipart] (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.090 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [IMG] (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [IMG] (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.090 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Demos (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Demos (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.090 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [Multipart] (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Samplers - [Multipart] (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.091 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.095 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [IMG] (TOSEC-v2014-06-12_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [IMG] (TOSEC-v2014-06-12_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.122 INFO SNK_NGCD: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [ISO] (TOSEC-v2014-06-12_CM).dat, path: dats/SNK_NGCD/SNK Neo-Geo CD - Games - [ISO] (TOSEC-v2014-06-12_CM).dat, platform_id: SNK_NGCD
Apr 18 00:17:52.145 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo Game Boy - Demos (TOSEC-v2011-08-13_CM).dat, path: dats/NINTENDO_GB/Nintendo Game Boy - Demos (TOSEC-v2011-08-13_CM).dat, platform_id: NINTENDO_GB
Apr 18 00:17:52.209 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo Game Boy - Games (TOSEC-v2020-10-26_CM).dat, path: dats/NINTENDO_GB/Nintendo Game Boy - Games (TOSEC-v2020-10-26_CM).dat, platform_id: NINTENDO_GB
Apr 18 00:17:52.320 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo Game Boy - Firmware (TOSEC-v2011-09-27_CM).dat, path: dats/NINTENDO_GB/Nintendo Game Boy - Firmware (TOSEC-v2011-09-27_CM).dat, platform_id: NINTENDO_GB
Apr 18 00:17:52.331 INFO NINTENDO_GB: dats/NINTENDO_GB/Nintendo - Game Boy (20210412-150119).dat, path: dats/NINTENDO_GB/Nintendo - Game Boy (20210412-150119).dat, platform_id: NINTENDO_GB
Apr 18 00:17:52.481 INFO NINTENDO_GB: dats/NINTENDO_GB/OpenGBx.GB.dat, path: dats/NINTENDO_GB/OpenGBx.GB.dat, platform_id: NINTENDO_GB
Apr 18 00:17:52.586 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [NRG] (TOSEC-v2012-07-22_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [NRG] (TOSEC-v2012-07-22_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 18 00:17:52.586 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [CDI] (TOSEC-v2012-07-22_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [CDI] (TOSEC-v2012-07-22_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 18 00:17:52.587 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Games (TOSEC-v2012-07-17_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Games (TOSEC-v2012-07-17_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 18 00:17:52.588 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari - Jaguar CD Interactive Multimedia System - Datfile (13) (2020-11-29 03-43-51).dat, path: dats/ATARI_JAGUAR_CD/Atari - Jaguar CD Interactive Multimedia System - Datfile (13) (2020-11-29 03-43-51).dat, platform_id: ATARI_JAGUAR_CD
Apr 18 00:17:52.590 INFO ATARI_JAGUAR_CD: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [BIN] (TOSEC-v2012-07-22_CM).dat, path: dats/ATARI_JAGUAR_CD/Atari Jaguar CD - Homebrew - Games - [BIN] (TOSEC-v2012-07-22_CM).dat, platform_id: ATARI_JAGUAR_CD
Apr 18 00:17:52.603 INFO COLECO_CV: dats/COLECO_CV/OpenCol.dat, path: dats/COLECO_CV/OpenCol.dat, platform_id: COLECO_CV
Apr 18 00:17:52.615 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Educational (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Educational (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 18 00:17:52.617 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Applications (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Applications (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 18 00:17:52.617 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Firmware (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Firmware (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 18 00:17:52.626 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Games (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Games (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 18 00:17:52.639 INFO COLECO_CV: dats/COLECO_CV/Coleco ColecoVision - Demos (TOSEC-v2015-05-07_CM).dat, path: dats/COLECO_CV/Coleco ColecoVision - Demos (TOSEC-v2015-05-07_CM).dat, platform_id: COLECO_CV
Apr 18 00:17:52.642 INFO COLECO_CV: dats/COLECO_CV/Coleco - ColecoVision (20200926-011306).dat, path: dats/COLECO_CV/Coleco - ColecoVision (20200926-011306).dat, platform_id: COLECO_CV
Apr 18 00:17:52.656 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo - Game Boy Color (20210410-081930).dat, path: dats/NINTENDO_GBC/Nintendo - Game Boy Color (20210410-081930).dat, platform_id: NINTENDO_GBC
Apr 18 00:17:52.691 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo Game Boy Color - Firmware (TOSEC-v2011-09-27_CM).dat, path: dats/NINTENDO_GBC/Nintendo Game Boy Color - Firmware (TOSEC-v2011-09-27_CM).dat, platform_id: NINTENDO_GBC
Apr 18 00:17:52.692 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo Game Boy Color - Games (TOSEC-v2020-07-12_CM).dat, path: dats/NINTENDO_GBC/Nintendo Game Boy Color - Games (TOSEC-v2020-07-12_CM).dat, platform_id: NINTENDO_GBC
Apr 18 00:17:52.694 INFO NINTENDO_GBC: dats/NINTENDO_GBC/Nintendo Game Boy Color - Demos (TOSEC-v2014-07-01_CM).dat, path: dats/NINTENDO_GBC/Nintendo Game Boy Color - Demos (TOSEC-v2014-07-01_CM).dat, platform_id: NINTENDO_GBC
Apr 18 00:17:52.830 INFO NINTENDO_GBC: dats/NINTENDO_GBC/OpenGBx.GBC.dat, path: dats/NINTENDO_GBC/OpenGBx.GBC.dat, platform_id: NINTENDO_GBC
Apr 18 00:17:52.948 INFO ATARI_LYNX: dats/ATARI_LYNX/OpenLynx.dat, path: dats/ATARI_LYNX/OpenLynx.dat, platform_id: ATARI_LYNX
Apr 18 00:17:52.961 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 18 00:17:52.974 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 18 00:17:52.978 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 18 00:17:52.979 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari - Lynx (20201108-203053).dat, path: dats/ATARI_LYNX/Atari - Lynx (20201108-203053).dat, platform_id: ATARI_LYNX
Apr 18 00:17:52.981 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Apr 18 00:17:52.981 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Demos - [UNF] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Demos - [UNF] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:52.982 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Firmware (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Firmware (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:53.001 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo - Nintendo Entertainment System (20210415-054135).dat, path: dats/NINTENDO_NES/Nintendo - Nintendo Entertainment System (20210415-054135).dat, platform_id: NINTENDO_NES
Apr 18 00:17:53.080 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [UNF] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [UNF] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:53.082 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Games - [UNF] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Games - [UNF] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:53.086 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [NES] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Applications - [NES] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:53.606 INFO NINTENDO_NES: dats/NINTENDO_NES/OpenNES.dat, path: dats/NINTENDO_NES/OpenNES.dat, platform_id: NINTENDO_NES
