Aug 23 01:44:51.695 INFO SEGA_SG1000: dats/SEGA_SG1000/Sega Game 1000 - Demos (TOSEC-v2011-08-13_CM).dat, path: dats/SEGA_SG1000/Sega Game 1000 - Demos (TOSEC-v2011-08-13_CM).dat, platform_id: SEGA_SG1000
Aug 23 01:44:53.204 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Samplers - [BIN] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 23 01:44:53.205 INFO SONY_PSX: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, path: dats/SONY_PSX/Sony - PlayStation - BIOS Datfile (24) (2016-10-21).dat, platform_id: SONY_PSX
Aug 23 01:44:53.206 INFO SONY_PSX: dats/SONY_PSX/Sony PlayStation - Demos - [PSX] (TOSEC-v2012-09-08_CM).dat, path: dats/SONY_PSX/Sony PlayStation - Demos - [PSX] (TOSEC-v2012-09-08_CM).dat, platform_id: SONY_PSX
Aug 23 01:44:53.207 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai - WonderSwan Color (20200324-193106).dat, path: dats/BANDAI_WSC/Bandai - WonderSwan Color (20200324-193106).dat, platform_id: BANDAI_WSC
Aug 23 01:44:53.211 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Aug 23 01:44:53.218 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Aug 23 01:44:53.224 INFO SEGA_32X_CD: dats/SEGA_32X_CD/Sega 32X - CD - Games - [ISO] (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_32X_CD/Sega 32X - CD - Games - [ISO] (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_32X_CD
Aug 23 01:44:53.226 INFO SEGA_32X_CD: dats/SEGA_32X_CD/Sega 32X - CD - Games - [IMG] (TOSEC-v2013-04-10_CM).dat, path: dats/SEGA_32X_CD/Sega 32X - CD - Games - [IMG] (TOSEC-v2013-04-10_CM).dat, platform_id: SEGA_32X_CD
Aug 23 01:44:53.228 INFO NINTENDO_DSI: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Encrypted) (20200727-035127).dat, path: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Encrypted) (20200727-035127).dat, platform_id: NINTENDO_DSI
Aug 23 01:44:53.228 INFO NINTENDO_DSI: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Decrypted) (20200727-035127).dat, path: dats/NINTENDO_DSI/Nintendo - Nintendo DSi (Decrypted) (20200727-035127).dat, platform_id: NINTENDO_DSI
Aug 23 01:44:53.229 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Firmware (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Firmware (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_SAT
Aug 23 01:44:53.409 INFO SEGA_SAT: dats/SEGA_SAT/Sega - Saturn - Datfile (2315) (2020-08-22 21-09-01).dat, path: dats/SEGA_SAT/Sega - Saturn - Datfile (2315) (2020-08-22 21-09-01).dat, platform_id: SEGA_SAT
Aug 23 01:44:53.704 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Samplers (TOSEC-v2020-07-10_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Samplers (TOSEC-v2020-07-10_CM).dat, platform_id: SEGA_SAT
Aug 23 01:44:53.707 INFO SEGA_SAT: dats/SEGA_SAT/Sega Saturn - Applications (TOSEC-v2020-06-12_CM).dat, path: dats/SEGA_SAT/Sega Saturn - Applications (TOSEC-v2020-06-12_CM).dat, platform_id: SEGA_SAT
Aug 23 01:44:53.714 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Demos (TOSEC-v2020-07-16_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Demos (TOSEC-v2020-07-16_CM).dat, platform_id: ATARI_2600
Aug 23 01:44:53.719 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat, platform_id: ATARI_2600
Aug 23 01:44:53.724 INFO ATARI_2600: dats/ATARI_2600/Atari - 2600 (20200514-091155).dat, path: dats/ATARI_2600/Atari - 2600 (20200514-091155).dat, platform_id: ATARI_2600
Aug 23 01:44:53.831 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Games (TOSEC-v2020-07-16_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Games (TOSEC-v2020-07-16_CM).dat, platform_id: ATARI_2600
Aug 23 01:44:53.888 INFO ATARI_2600: dats/ATARI_2600/Atari 2600 & VCS - Applications (TOSEC-v2020-07-03_CM).dat, path: dats/ATARI_2600/Atari 2600 & VCS - Applications (TOSEC-v2020-07-03_CM).dat, platform_id: ATARI_2600
Aug 23 01:44:53.892 INFO MATTEL_INT: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, path: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, platform_id: MATTEL_INT
Aug 23 01:44:53.899 INFO NINTENDO_BS: dats/NINTENDO_BS/Nintendo - Satellaview (20200424-131853).dat, path: dats/NINTENDO_BS/Nintendo - Satellaview (20200424-131853).dat, platform_id: NINTENDO_BS
Aug 23 01:44:53.909 INFO SEGA_32X: dats/SEGA_32X/Sega - 32X (20191204-183941).dat, path: dats/SEGA_32X/Sega - 32X (20191204-183941).dat, platform_id: SEGA_32X
Aug 23 01:44:53.915 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Firmware (TOSEC-v2012-09-08_CM).dat, path: dats/SEGA_32X/Sega 32X - Firmware (TOSEC-v2012-09-08_CM).dat, platform_id: SEGA_32X
Aug 23 01:44:53.924 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Games (TOSEC-v2020-07-12_CM).dat, path: dats/SEGA_32X/Sega 32X - Games (TOSEC-v2020-07-12_CM).dat, platform_id: SEGA_32X
Aug 23 01:44:53.931 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Applications (TOSEC-v2017-07-26_CM).dat, path: dats/SEGA_32X/Sega 32X - Applications (TOSEC-v2017-07-26_CM).dat, platform_id: SEGA_32X
Aug 23 01:44:53.933 INFO SEGA_32X: dats/SEGA_32X/Sega 32X - Demos (TOSEC-v2019-09-01_CM).dat, path: dats/SEGA_32X/Sega 32X - Demos (TOSEC-v2019-09-01_CM).dat, platform_id: SEGA_32X
Aug 23 01:44:53.991 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, platform_id: NINTENDO_WIIU
Aug 23 01:44:54.149 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (493) (2020-08-21 14-46-26).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (493) (2020-08-21 14-46-26).dat, platform_id: NINTENDO_WIIU
Aug 23 01:44:54.171 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGP
Aug 23 01:44:54.171 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGP
Aug 23 01:44:54.171 INFO SNK_NGP: dats/SNK_NGP/SNK - Neo Geo Pocket (20190930-190238).dat, path: dats/SNK_NGP/SNK - Neo Geo Pocket (20190930-190238).dat, platform_id: SNK_NGP
Aug 23 01:44:54.206 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2449) (2020-08-22 22-12-28).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - Datfile (2449) (2020-08-22 22-12-28).dat, platform_id: MICROSOFT_XBOX
Aug 23 01:44:54.291 INFO MICROSOFT_XBOX: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, path: dats/MICROSOFT_XBOX/Microsoft - Xbox - BIOS Datfile (7) (2010-09-13).dat, platform_id: MICROSOFT_XBOX
Aug 23 01:44:54.318 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (20200630-070751).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (20200630-070751).dat, platform_id: SONY_PSP
Aug 23 01:44:54.475 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable - Datfile (2142) (2020-08-22 18-10-35).dat, path: dats/SONY_PSP/Sony - PlayStation Portable - Datfile (2142) (2020-08-22 18-10-35).dat, platform_id: SONY_PSP
Aug 23 01:44:54.633 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Decrypted) (20200520-083536).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Decrypted) (20200520-083536).dat, platform_id: SONY_PSP
Aug 23 01:44:54.903 INFO SONY_PSP: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Encrypted) (20200706-035743).dat, path: dats/SONY_PSP/Sony - PlayStation Portable (PSN) (Encrypted) (20200706-035743).dat, platform_id: SONY_PSP
Aug 23 01:44:55.011 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [BIN] (TOSEC-v2020-07-12_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [BIN] (TOSEC-v2020-07-12_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.013 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Games (TOSEC-v2012-07-13_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Games (TOSEC-v2012-07-13_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.013 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Demos (TOSEC-v2012-07-22_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Demos (TOSEC-v2012-07-22_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.018 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.021 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Firmware (TOSEC-v2011-02-26_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Firmware (TOSEC-v2011-02-26_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.021 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [BIN] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [BIN] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.022 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Compilations (TOSEC-v2012-07-13_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Compilations (TOSEC-v2012-07-13_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.022 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [BIN] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [BIN] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.051 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu - FM-Towns - Datfile (336) (2020-08-20 00-10-31).dat, path: dats/FUJITSU_FMT/Fujitsu - FM-Towns - Datfile (336) (2020-08-20 00-10-31).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.096 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.098 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [D88] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Games - [D88] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.100 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Operating Systems - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.100 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [HDM] (TOSEC-v2018-07-01_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [HDM] (TOSEC-v2018-07-01_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.100 INFO FUJITSU_FMT: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [D88] (TOSEC-v2011-02-07_CM).dat, path: dats/FUJITSU_FMT/Fujitsu FM Towns - Applications - [D88] (TOSEC-v2011-02-07_CM).dat, platform_id: FUJITSU_FMT
Aug 23 01:44:55.101 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20200812-102545).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Decrypted) (20200812-102545).dat, platform_id: NINTENDO_N3DS
Aug 23 01:44:55.101 INFO NINTENDO_N3DS: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20200812-102545).dat, path: dats/NINTENDO_N3DS/Nintendo - New Nintendo 3DS (Encrypted) (20200812-102545).dat, platform_id: NINTENDO_N3DS
Aug 23 01:44:55.102 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.102 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.103 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.104 INFO SNK_NGPC: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20200730-010130).dat, path: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20200730-010130).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.108 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.109 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.120 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2020-07-12_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2020-07-12_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.127 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Aug 23 01:44:55.128 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Firmware (TOSEC-v2011-12-19_CM).dat, platform_id: SEGA_GG
Aug 23 01:44:55.129 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Demos (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 23 01:44:55.136 INFO SEGA_GG: dats/SEGA_GG/Sega - Game Gear (20200302-200516).dat, path: dats/SEGA_GG/Sega - Game Gear (20200302-200516).dat, platform_id: SEGA_GG
Aug 23 01:44:55.158 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Educational (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Aug 23 01:44:55.192 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Games (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 23 01:44:55.219 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Samplers (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_GG
Aug 23 01:44:55.219 INFO SEGA_GG: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, path: dats/SEGA_GG/Sega Game Gear - Applications (TOSEC-v2017-09-03_CM).dat, platform_id: SEGA_GG
Aug 23 01:44:55.220 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Firmware (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 23 01:44:55.226 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 23 01:44:55.241 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Games (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 23 01:44:55.250 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, path: dats/ATARI_LYNX/Atari Lynx - Applications (TOSEC-v2013-12-13_CM).dat, platform_id: ATARI_LYNX
Aug 23 01:44:55.251 INFO ATARI_LYNX: dats/ATARI_LYNX/Atari - Lynx (20191130-205105).dat, path: dats/ATARI_LYNX/Atari - Lynx (20191130-205105).dat, platform_id: ATARI_LYNX
Aug 23 01:44:55.278 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20200809-024131).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (20200809-024131).dat, platform_id: NINTENDO_GBA
Aug 23 01:44:55.387 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Demos (TOSEC-v2012-04-13_CM).dat, platform_id: NINTENDO_GBA
Aug 23 01:44:55.387 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Applications (TOSEC-v2011-06-20_CM).dat, platform_id: NINTENDO_GBA
Aug 23 01:44:55.388 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20200522-232059).dat, path: dats/NINTENDO_GBA/Nintendo - Game Boy Advance (Multiboot) (20200522-232059).dat, platform_id: NINTENDO_GBA
Aug 23 01:44:55.397 INFO NINTENDO_GBA: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-07-12_CM).dat, path: dats/NINTENDO_GBA/Nintendo Game Boy Advance - Games (TOSEC-v2020-07-12_CM).dat, platform_id: NINTENDO_GBA
Aug 23 01:44:55.453 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo - Wii - Datfile (3625) (2020-08-22 17-22-46).dat, path: dats/NINTENDO_WII/Nintendo - Wii - Datfile (3625) (2020-08-22 17-22-46).dat, platform_id: NINTENDO_WII
